nombre_proyecto,desarrolladora,ciudad,estado_republica,zona,tipo_desarrollo,tipo_unidades,rango_precios,num_unidades,fecha_entrega_estimada,etapa,url_fuente,portal_fuente,fecha_deteccion,notas
Puerto 369,Play Investments,,,"PM, West sidePuerto Morelos",Residencial,Departamentos,,138,"Dec, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D043524,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Z_KO7sLjE_9RBt5g2hWfLeCNviAL_7zR
Puerto Dorado,Grupo R4Gisela Montero,,,ChelemCosta Yucateca,Residencial,Departamentos,,7,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D037905,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/1/folders/1qbcrOYg7zkmoOO534WdGNg5GxlxMHUWE
Punta Clara,195 RE BY RAUL ALBERTICristina Leon,,,Santa ClaraCosta Yucateca,Residencial,Departamentos,,102,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D041325,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1lwxxsMMcuUMzd_Tf08jX1QmaqisBZEx0
Punta cometas,Teca desarrollosDaniel Sosa,Mérida,Yucatán,Merida PeriferiaYucatan,Residencial,Departamentos,,14,"Dec, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D042597,TheRedSearch,2026-03-13,Info: https://app.adaracrm.com/empresa/tecadesarrollos/cotizador/punta_cometas/punta_cometas?iframe=true&vendedor=NDEzOA%3D%3D%0A
Punta Kaan,Buy Riviera MayaSam Chávez,Playa del Carmen,Quintana Roo,Zona Esmeralda,Residencial,Departamentos,,8,"Dec, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D044923,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/13GLKjkjOG2wspvdDPMGY6hqNwHkdXC0l
Punta Laguna,Origina,Playa del Carmen,Quintana Roo,Corasol,Residencial,Departamentos,,36,"Feb, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D040986,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1-o7tX1EGauGGAgb5QNZus_Y5sJ4FxwzK
Punta Playa,Blau Kaan Real Estate,Playa del Carmen,Quintana Roo,West Central,Residencial,Departamentos,,4,"May, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D045913,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1CJjbOdKMeMtzQEte3tPzSkMnnhS2JPDk
Purple Savage,Cielo Maya Properties.Julio  Esquivel,Playa del Carmen,Quintana Roo,Coco beach,Residencial,Departamentos,,50,"Nov, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D054111,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1WO_yA-KCS5VD4jbJ40a-0jw32PxS1IO4
Puuc Condos,Puuc CondosJuan Carlos Zavala,Playa del Carmen,Quintana Roo,Coco beach,Residencial,Departamentos,,5,"Mar, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D037759,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1wUJ38sv_ZdDbALSAi0m4nHdfK0PGRcpM
Qaanai,EdiforAndres Rivero,Mérida,Yucatán,Merida CentroYucatan,Residencial,Departamentos,,16,"Nov, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D039384,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/1/folders/1xBnE3cAcQMnXXUDUS0rOGESvZyh1U1LN
Quartier 75,Ingarpro,Playa del Carmen,Quintana Roo,West Central,Residencial,Departamentos,,10,"May, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D033847,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1DCAywe8qmdVYjexYYwIqAH4Qa7rubTp4?hl=es-419
Quinta Lia,Maya Ocean,Playa del Carmen,Quintana Roo,Zona Esmeralda,Residencial,Departamentos,,5,"Jul, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D021716,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1-B15iQbyZZwd19ECLbFS1_wban1FB8vh
Real Aurora,Grupo Inmibiliario DintsaFabiola Mondragon,Playa del Carmen,Quintana Roo,West Central,Residencial,Departamentos,,24,"May, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D052527,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1JNfKwQmx0axwdzVWSROETwB14zbdAac2
Reliquia,195 RE BY RAUL ALBERTICristina Leon,Mérida,Yucatán,Merida PeriferiaYucatan,Residencial,Departamentos,,7,"Jun, 2029",Preventa,https://theredsearch.com/listings/?codigo=CU155D051866,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1EcMQP9yx30p3dPr10ZfOTwIL6UGWs56X
Reserva naay,Vrico Real EstateKarina Rangel,Tulum,Quintana Roo,South,Residencial,Departamentos,,9,"Jun, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D032774,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/16GEAX0ZJuZ08ngeXkOcN_l4Dg-SJ6-Lq
Reserva Sole,Sur Selecto Real EstateNicolas Morini,Playa del Carmen,Quintana Roo,West Central,Residencial,Departamentos,,55,"Dec, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D050827,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/17-77xeBXNO-YgJfcGt3RUB9zV3lVhfJT
Residencia Condos,Reina RojaSam Chávez,Playa del Carmen,Quintana Roo,Little Italy,Residencial,Departamentos,,10,"Aug, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D019397,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/18RGXjjtFcXKBjWLof2L_XiJUWo7f832L
RESIDENCIAL RIO,Rio residencialGabriela Piña,Cancún,Quintana Roo,HuayacánCancun,Residencial,Departamentos,,13,"Dec, 2022",Preventa,https://theredsearch.com/listings/?codigo=CU155D028603,TheRedSearch,2026-03-13,Info: https://www.rioresidencial.com.mx
Retiro Tulum townhouses,Top InvestmentsAlberto Vizcarra,Tulum,Quintana Roo,Holistika,Residencial,Departamentos,,5,"Nov, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D042948,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1QWvJnvGyrthFXHT1n6R7faqHfItwbi2-
Retiro Tulum Villas,Top InvestmentsAlberto Vizcarra,Tulum,Quintana Roo,Holistika,Residencial,Departamentos,,4,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D031921,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1QWvJnvGyrthFXHT1n6R7faqHfItwbi2-
Retorno San Jose,Hh LuxuryHomero  Herrera,Tulum,Quintana Roo,Riviera,Residencial,Departamentos,,6,"Sep, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D032949,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1SoEYEEe2BZ6MSj0WzqfcUIcia21wVpqd
Rio,Raise Group Real EstateMayanin Franco,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,8,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D028624,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1vCLQesvJ6cvfzevAbo4kRzq76YX1Y8BD
Rocio Country Living,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Carretera Merida - ProgresoYucatan,Residencial,Departamentos,,12,"Jun, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D042402,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Rosamora,Mayakin Master Broker,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,6,"Jun, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D039057,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/1/folders/1zmbWZZ0dNn6CkDEBfLU9GqbjAuwDu2E1
Rosenda Temozon,EdiforAndres Rivero,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,11,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D046638,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1w7AL8tYKBf0TSr0VnHYA4-f_gQiMFJAm
Saama Telchac,EdiforAndres Rivero,,,Telchac PuertoCosta Yucateca,Residencial,Departamentos,,14,"Feb, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D055517,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Z2uHIl4lI-BdBfd_0aBUNSrmWRa3sK0o
Sagrad Ha,Walker GroupPatsy Ortega,Tulum,Quintana Roo,Zona Arqueológica,Residencial,Departamentos,,9,"Aug, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D047155,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/12BYez8pJ9SRLCNjrXaYGRz6Y3C-kU4w8
Saint Marine,,Playa del Carmen,Quintana Roo,Center,Residencial,Departamentos,,22,"Dec, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D044389,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1aBGyq-HYte_2NeShwYZNvBwOaNgkhJGQ
San Fermin,Nomad RealtyKarla Flores,Playa del Carmen,Quintana Roo,West North,Residencial,Departamentos,,191,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D050047,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1AxhtHtZtPuD1c2VG3nd60FXOYuVPYY1X
San Ramon,195 RE BY RAUL ALBERTICristina Leon,Mérida,Yucatán,Merida PeriferiaYucatan,Residencial,Departamentos,,278,"Dec, 2029",Preventa,https://theredsearch.com/listings/?codigo=CU155D051895,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/103aeieNhIaRCtPHQFB6D9Pd1kIVdO_Gr
Santa Loreto,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida PeriferiaYucatan,Residencial,Departamentos,,14,"Apr, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D044856,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Santamar prime,Casa CruzLiz Cruz,,,AkumalAkumal,Residencial,Departamentos,,9,"Mar, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D034484,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1AyiFWHoYyp7KxQlIxtl8Whj17v1otX61
Saumeria Tulum,Onix livingMariana Rasero,Tulum,Quintana Roo,Jungle,Residencial,Departamentos,,49,"Sep, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D043001,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Nw1m4hu4vz_p-uDS6OWSeClaLMtGUhri?usp=drive_link
Sea Suites & Condos,,Playa del Carmen,Quintana Roo,West South,Residencial,Departamentos,,7,"Sep, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D037589,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/13KsaO5Fn7XjZ7f8EJpLBWsUziDm0cwv-
See Towers,MaxpropertiesAngelica  Arciniega,Cancún,Quintana Roo,Corredor Laguna CancunCancun,Residencial,Departamentos,,134,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D044078,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/1/folders/1RQqbMMLpzzOuv-AxmKviUDhwM3v1fV4v
Sek,Casa CruzLiz Cruz,Tulum,Quintana Roo,Country ClubAkumal,Residencial,Departamentos,,3,"Nov, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D027755,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1ZBCyyWeNJkFFZv90EDH_cvAkNl2Qba4R
Selva Alegria,Tsalach Real Estate,Tulum,Quintana Roo,South,Residencial,Departamentos,,4,,Preventa,https://theredsearch.com/listings/?codigo=CU155D044429,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/11CR2dzwgwwM1NI29JdR7drjIwnChHGX5
Selva Ambar,Selva AmbarVictor Martinez,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,7,"Mar, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D029494,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/14S-EuE83d1884FsRIQo1T_Znmej__KK9
Selva Escondida II,GRUPO MIRARO LAND DEVELOPERSKarla  Fernandez,,,"PM, West sidePuerto Morelos",Residencial,Departamentos,,2,"Apr, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D038927,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/13F-oJRaBBOTgMWwUkmFkHmQ_Lp7XH33R
Selva maya premium,NeoterreCarmen Cabral,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,4,"Apr, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D034651,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1BealQka_L6fViisTiq8e9lHWnDEyNGDj
Selvadentro,JJF CreandoOmar Curiancona,Tulum,Quintana Roo,North,Residencial,Departamentos,,6,"Dec, 2028",Preventa,https://theredsearch.com/listings/?codigo=CU155D046205,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1wkOSgGC4HNqy10JlqSnU5i5A-XBApCCl
Selvanta,Kelman DesarrollosMiriam Montes,Tulum,Quintana Roo,Zona Arqueológica,Residencial,Departamentos,,61,"Nov, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D038504,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1XXelJE2k9mWpLj_3EIWuhAxEmH-ZVBhf
Selvarum,NeoterreCarmen Cabral,Tulum,Quintana Roo,Jungle,Residencial,Departamentos,,72,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D051944,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1WrBIH9uETT_2XC4-ujsrJBAHLjWrgovD
Senda Viva,EdiforAndres Rivero,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,6,"Jun, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D043172,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/1/folders/1kKrWnV5ZMN91c5_kNOKMJ9L57Evi_xjF
Senderos Mayakoba,Mayakoba Real EstateRafael Moran,Playa del Carmen,Quintana Roo,Mayakoba,Residencial,Departamentos,,2,"Feb, 2020",Preventa,https://theredsearch.com/listings/?codigo=CU155D021745,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/0/folders/1Bvls1MfNGlgDWR6CQonMlCWwuLUnz8vL
Sensai Downtown,Sensai Real EstateTatiana Villegas,Playa del Carmen,Quintana Roo,Coco beach,Residencial,Departamentos,,25,"Dec, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D029518,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1fQPrg1izW_tYlGCc5EZFkcGg0NqzIHc_
Sensara 28,Sensai Real EstateTatiana Villegas,Playa del Carmen,Quintana Roo,Little Italy,Residencial,Departamentos,,53,"Sep, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D052992,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1ECI8EAufoya-Ex9V8nN2d0pzbgs77aHV
Senzik,Be Broker Elite Real EstateCristopher Torres D,Tulum,Quintana Roo,Country ClubAkumal,Residencial,Departamentos,,3,"Feb, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D030080,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1NFEzpkRKhDngbK7jFeIBcKwuwEoS9C6h
Sereia,RP Estate Group,Cancún,Quintana Roo,Playa MujeresCancun,Residencial,Departamentos,,13,"Nov, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D046735,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1i72ysH644uiTp6bPduSk9zSmPMEozLot
Seremonia Habitat,iMexicoEddy Aguilar,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,7,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D029507,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1ndjJuNmVIsL8KmcRzVrEIXgQDIgqQuOy
Serenada,Simcamartin barroso,Playa del Carmen,Quintana Roo,Little Italy,Residencial,Departamentos,,5,"Jun, 2021",Preventa,https://theredsearch.com/listings/?codigo=CU155D020179,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1iLgemRqqQEcayfTbZjfWr4jkumvj_797
Serenata,Maya Ocean,Playa del Carmen,Quintana Roo,Zona Esmeralda,Residencial,Departamentos,,3,"Nov, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D027488,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1lt4ejnvRjKeIXROCr0hGO67gW4aizdkQ
Sereniti Apartments,Proyectual,Mérida,Yucatán,Carretera Merida - ProgresoYucatan,Residencial,Departamentos,,28,"Jun, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D040019,TheRedSearch,2026-03-13,Info: https://www.dropbox.com/scl/fo/lb6gcpyztm9xvbksm78ni/AKcORibVnbihcjpE6kBQgk0?rlkey=gjandt13yemdpy9tbnq72xmxy&st=7wt2npyl&dl=0
Setva,Arena Real EstateEnzo Burga,Tulum,Quintana Roo,Holistika,Residencial,Departamentos,,23,"Dec, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D052781,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1LdAYqvG_nNqQYFAOTVa3RofC7PQLtNaS
Silvesta,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,24,"May, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D043546,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Silvestre,Kelman DesarrollosChristianjosafat Rodriguezgutierrez,Mérida,Yucatán,Carretera Merida - ProgresoYucatan,Residencial,Departamentos,,24,"Jun, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D041625,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/1/folders/1xH6-v4II8WMCSt7b5FDTOH1cOhpS2vv2
Siwa eleve,Riverant Real Estate & Law,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,3,"Jul, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D031501,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1wfTrC5NgoTa2VyQ4Vj5AU-1fuzqRWGvq
Solar Estudios,Simcamartin barroso,Playa del Carmen,Quintana Roo,Center,Residencial,Departamentos,,28,"Aug, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D033986,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1-1vnJQG2totiL_odvm_CJoNCp6GvVZF6
Solar Midtown,Simcamartin barroso,Playa del Carmen,Quintana Roo,Little Italy,Residencial,Departamentos,,68,"Dec, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D044384,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1CkeGNWApzo3Dwsh5JsBgXVrYtjfo6EfL
Soleii,LUXED PREMIUM PROPERTIESJose Roberto  Aguirre Martinez,Playa del Carmen,Quintana Roo,Playacar I,Residencial,Departamentos,,11,"Jul, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D028529,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1bwoKGgmJ5XnaAxJgMvixTlWLWwsS0fyU
Soleil,IngarproVentas Ingarpro,Playa del Carmen,Quintana Roo,West Central,Residencial,Departamentos,,27,"Dec, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D042825,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1lXKTgcILlJeU-oJ3bE0ZdWvUAlGlZpZf
Soletta,Grupo Linmex,,,ChicxulubCosta Yucateca,Residencial,Departamentos,,3,"Jan, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D049761,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1TpJrw5BCtUf1tPMuAOMuWEtcJfO5OrHF
Solum Living Luxury condos,Walker GroupPatsy Ortega,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,20,"Apr, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D029091,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1Lm5_kdD17rk8RCn5ONBN_7vTArUCPaJK
Sonni,Ekasa Desarrollos InmobiliariosFanny Zolli,Playa del Carmen,Quintana Roo,Little Italy,Residencial,Departamentos,,65,"Nov, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D042520,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1_P2osD3Hg9QHMDfno8lTIkQ0eJIV2Pdj
Soul,Ingarpro,Playa del Carmen,Quintana Roo,Zona Esmeralda,Residencial,Departamentos,,2,"Jul, 2019",Preventa,https://theredsearch.com/listings/?codigo=CU155D015052,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1g9Rtd4wbdS0z8oqLtjRAj4NnjNG4jEbZ
Soul Tulum,Surreal developments.Luis Becerril,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,8,"Dec, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D033322,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1q-QMNJdqMoxQEr216GFvt6cVzrJzyFR5
Soulam,Brick Luxury & LivingAnalorena Martinezrubio,,,"PM, DowntownPuerto Morelos",Residencial,Departamentos,,7,"Oct, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D049642,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1-nq3Ck5BbfeDjbQvYvZGo9OZkG-LXC7y
Spirit Condos 1904,Cielo Maya Properties.Pepe Yanez,Playa del Carmen,Quintana Roo,Zona Esmeralda,Residencial,Departamentos,,7,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D033294,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1QlQ8g3N45vd-y6jdicC7NQAfSRjQOKOt
Spirit Condos 1978,Cielo Maya Properties.Ruth Drexler,Playa del Carmen,Quintana Roo,Little Italy,Residencial,Departamentos,,16,"Aug, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D047547,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1MHVv2xmr1pdYjAOAdsbnIg5IOc_rYHYV
Spirit Condos 1990,Cielo Maya Properties.Juan Carlos Martinez,Playa del Carmen,Quintana Roo,Zona Esmeralda,Residencial,Departamentos,,3,"Dec, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D042271,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1rcj1ZAUyN1Qn_a1dNYi6_0ppImxmCwNL
St Regis,AB Collection ResidencesArmando Erazo Perez,Cancún,Quintana Roo,Playa MujeresCancun,Residencial,Departamentos,,20,"Jun, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D056674,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1vpqFfxI9hjhsQ8CoNXKgeGfJK01r30bC
Studio 34,DESUR REAL ESTATEBruno Rovea,Playa del Carmen,Quintana Roo,Little Italy,Residencial,Departamentos,,13,"Mar, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D033560,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1A-VCFzmb0I4TE5LZudPRgG-u5StoF7GX?usp=sharing
Suave viento,195 RE BY RAUL ALBERTIPamela Barquin,Mérida,Yucatán,Merida PeriferiaYucatan,Residencial,Departamentos,,56,"Dec, 2028",Preventa,https://theredsearch.com/listings/?codigo=CU155D039771,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1LQvSpO5g-OYUduTb31vVKBzrtHBlwiMf
Sukuun Tulum,Sukuun Tulum,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,10,"Mar, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D034950,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1JrsCAWsTt6uOLIY0Sbtw0c0GfuEaO0g8
Sundara,Prestige real estate MXEduardo Servin,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,5,"Feb, 2019",Preventa,https://theredsearch.com/listings/?codigo=CU155D018742,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1cSlcKyFR2DNitZ0oz8hFMLwIePypt_lP
Sunset,Caribbean prosperityDiego Arredondo,Playa del Carmen,Quintana Roo,Zona Esmeralda,Residencial,Departamentos,,14,"Jun, 2027",Preventa,https://theredsearch.com/listings/?codigo=CU155D047324,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1_oFmOGLZDd1_8Gb9Axx0yx0XpzsxdtaK
Sunset Kin 96,Red MexNadia Edith Flores Hernandez,Playa del Carmen,Quintana Roo,Zona Esmeralda,Residencial,Departamentos,,5,"Aug, 2023",Preventa,https://theredsearch.com/listings/?codigo=CU155D030619,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1DDb78CORdx6ZWuc_6m6ps4aAZSFwFmeS
Surenna,NeoterreCarmen Cabral,Tulum,Quintana Roo,Downtown,Residencial,Departamentos,,2,"Apr, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D020282,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1ebscMZMfujAReg2Eu41e5LfAUpEMqkvO
Suutuk,Tierra Maya Grupo InmobiliarioVanja Nedeljkovic,Playa del Carmen,Quintana Roo,West South,Residencial,Departamentos,,5,"Nov, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D045284,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/11OIDRbu3cK-6pxLvtH8zcPETvZ5Rw0Di
Tabalta,Concepto Master BrokerRosy Aguilar,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,3,"Jan, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D037055,TheRedSearch,2026-03-13,Info: https://bit.ly/3ZmYZH5
Taliva,EdiforAndres Rivero,Mérida,Yucatán,Merida NorteYucatan,Residencial,Departamentos,,8,"Dec, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D038051,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1JV1X4IZGtDzRyrRfj84SxMBfVwLxqMUx
Tamankaya,DIKAP Desarrollos,Mérida,Yucatán,Carretera Merida - ProgresoYucatan,Residencial,Departamentos,,92,"Aug, 2024",Preventa,https://theredsearch.com/listings/?codigo=CU155D043575,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/u/1/folders/1eDIxQLyt4tKF-jPul_XzjJDuYUAU8CJ3
Tamarah Tulum,MF LivingMario Leal,Tulum,Quintana Roo,Aldea Zama,Residencial,Departamentos,,36,"Jun, 2025",Preventa,https://theredsearch.com/listings/?codigo=CU155D032823,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/17kCx7lCgGf1TVIZ8VhrYowU-_kF2Y2xd
Tanah Slow Living,The Agency Riviera MayaJana Mihalikova,Tulum,Quintana Roo,Region 15,Residencial,Departamentos,,12,"Apr, 2026",Preventa,https://theredsearch.com/listings/?codigo=CU155D046746,TheRedSearch,2026-03-13,Info: https://drive.google.com/drive/folders/1bGqFfKBbivgt6cj0pSZ39DGxz4e_CwxH
